기준_년_분기_코드,상권_코드,상권_변화_지표,상권_변화_지표_명,운영_영업_개월_평균,폐업_영업_개월_평균,서울_운영_영업_개월_평균,서울_폐업_영업_개월_평균
2015_3,1001023,LL,다이나믹,63,45,95,47
2015_3,1001022,HL,상권축소,97,46,95,47
2015_3,1001021,LL,다이나믹,66,41,95,47
2015_3,1001020,LL,다이나믹,45,32,95,47
2015_3,1001019,HL,상권축소,112,46,95,47
2015_3,1001018,LL,다이나믹,88,36,95,47
2015_3,1001017,HH,정체,100,50,95,47
2015_3,1001016,LL,다이나믹,92,44,95,47
2015_3,1001015,LL,다이나믹,62,45,95,47
2015_3,1001014,HH,정체,190,67,95,47
2015_3,1001013,LL,다이나믹,72,38,95,47
2015_3,1001012,LL,다이나믹,75,41,95,47
2015_3,1001011,HH,정체,99,51,95,47
2015_3,1001010,LL,다이나믹,76,39,95,47
2015_3,1001009,HH,정체,99,49,95,47
2015_3,1001008,LH,상권확장,89,51,95,47
2015_3,1001007,LH,상권확장,85,51,95,47
2015_3,1001006,LL,다이나믹,83,47,95,47
2015_3,1001005,HL,상권축소,104,41,95,47
2015_3,1001004,LL,다이나믹,89,39,95,47
2015_3,1001003,LL,다이나믹,86,40,95,47
2015_3,1001002,LL,다이나믹,81,40,95,47
2015_3,1001001,LH,상권확장,78,50,95,47
2015_3,1001000,LL,다이나믹,81,42,95,47
2015_3,1000999,LH,상권확장,78,49,95,47
2015_3,1000998,LL,다이나믹,89,42,95,47
2015_3,1000997,HH,정체,102,50,95,47
2015_3,1000996,HL,상권축소,112,46,95,47
2015_3,1000995,HH,정체,104,48,95,47
2015_3,1000994,LL,다이나믹,84,42,95,47
2015_3,1000993,LL,다이나믹,89,45,95,47
2015_3,1000992,LL,다이나믹,94,46,95,47
2015_3,1000991,HL,상권축소,99,41,95,47
2015_3,1000990,LL,다이나믹,93,39,95,47
2015_3,1000989,LL,다이나믹,88,46,95,47
2015_3,1000988,LL,다이나믹,74,40,95,47
2015_3,1000987,LL,다이나믹,68,41,95,47
2015_3,1000986,LL,다이나믹,93,37,95,47
2015_3,1000985,LL,다이나믹,80,44,95,47
2015_3,1000984,HL,상권축소,104,43,95,47
2015_3,1000983,HL,상권축소,97,43,95,47
2015_3,1000982,LL,다이나믹,82,43,95,47
2015_3,1000981,HH,정체,96,48,95,47
2015_3,1000980,LL,다이나믹,85,43,95,47
2015_3,1000979,LL,다이나믹,80,43,95,47
2015_3,1000978,LL,다이나믹,87,42,95,47
2015_3,1000977,LL,다이나믹,93,45,95,47
2015_3,1000976,LH,상권확장,85,49,95,47
2015_3,1000975,HH,정체,96,50,95,47
2015_3,1000974,HL,상권축소,95,42,95,47
2015_3,1000973,HH,정체,108,51,95,47
2015_3,1000972,LL,다이나믹,82,41,95,47
2015_3,1000971,LL,다이나믹,86,46,95,47
2015_3,1000970,HL,상권축소,103,45,95,47
2015_3,1000969,HH,정체,106,55,95,47
2015_3,1000968,LH,상권확장,85,47,95,47
2015_3,1000967,LL,다이나믹,92,41,95,47
2015_3,1000966,HL,상권축소,111,46,95,47
2015_3,1000965,HL,상권축소,97,44,95,47
2015_3,1000964,LL,다이나믹,86,40,95,47
2015_3,1000963,LL,다이나믹,88,47,95,47
2015_3,1000962,LL,다이나믹,90,45,95,47
2015_3,1000961,LL,다이나믹,85,45,95,47
2015_3,1000960,LL,다이나믹,89,41,95,47
2015_3,1000959,LL,다이나믹,82,42,95,47
2015_3,1000958,LL,다이나믹,76,41,95,47
2015_3,1000957,LL,다이나믹,80,42,95,47
2015_3,1000956,LL,다이나믹,82,44,95,47
2015_3,1000955,LL,다이나믹,92,40,95,47
2015_3,1000954,LL,다이나믹,91,42,95,47
2015_3,1000953,LL,다이나믹,90,46,95,47
2015_3,1000952,LL,다이나믹,94,47,95,47
2015_3,1000951,LL,다이나믹,94,41,95,47
2015_3,1000950,LL,다이나믹,87,41,95,47
2015_3,1000949,LH,상권확장,85,47,95,47
2015_3,1000948,LL,다이나믹,86,45,95,47
2015_3,1000947,LL,다이나믹,83,43,95,47
2015_3,1000946,LL,다이나믹,90,43,95,47
2015_3,1000945,LL,다이나믹,92,43,95,47
2015_3,1000944,LL,다이나믹,87,43,95,47
2015_3,1000943,LL,다이나믹,85,38,95,47
2015_3,1000942,HL,상권축소,102,46,95,47
2015_3,1000941,LL,다이나믹,87,45,95,47
2015_3,1000940,HH,정체,105,48,95,47
2015_3,1000939,LH,상권확장,86,49,95,47
2015_3,1000938,LL,다이나믹,70,45,95,47
2015_3,1000937,LL,다이나믹,83,44,95,47
2015_3,1000936,LL,다이나믹,80,42,95,47
2015_3,1000935,LL,다이나믹,89,43,95,47
2015_3,1000934,LL,다이나믹,86,45,95,47
2015_3,1000933,LH,상권확장,95,48,95,47
2015_3,1000932,HL,상권축소,96,43,95,47
2015_3,1000931,HH,정체,106,48,95,47
2015_3,1000930,LL,다이나믹,74,41,95,47
2015_3,1000929,LL,다이나믹,75,34,95,47
2015_3,1000928,HH,정체,100,51,95,47
2015_3,1000927,LL,다이나믹,73,39,95,47
2015_3,1000926,LL,다이나믹,87,42,95,47
2015_3,1000925,LH,상권확장,89,48,95,47
2015_3,1000924,LL,다이나믹,82,42,95,47
2015_3,1000923,LL,다이나믹,73,38,95,47
2015_3,1000922,LL,다이나믹,79,41,95,47
2015_3,1000921,LL,다이나믹,85,40,95,47
2015_3,1000920,LL,다이나믹,74,41,95,47
2015_3,1000919,LL,다이나믹,85,42,95,47
2015_3,1000918,LL,다이나믹,86,46,95,47
2015_3,1000917,LL,다이나믹,86,45,95,47
2015_3,1000916,LL,다이나믹,82,40,95,47
2015_3,1000915,LL,다이나믹,78,41,95,47
2015_3,1000914,LL,다이나믹,83,45,95,47
2015_3,1000913,LL,다이나믹,84,41,95,47
2015_3,1000912,LL,다이나믹,86,46,95,47
2015_3,1000911,LL,다이나믹,66,45,95,47
2015_3,1000910,LL,다이나믹,85,44,95,47
2015_3,1000909,LH,상권확장,79,48,95,47
2015_3,1000908,LL,다이나믹,72,40,95,47
2015_3,1000907,LL,다이나믹,86,45,95,47
2015_3,1000906,LL,다이나믹,74,45,95,47
2015_3,1000905,LL,다이나믹,62,44,95,47
2015_3,1000904,LL,다이나믹,82,40,95,47
2015_3,1000903,LL,다이나믹,95,42,95,47
2015_3,1000902,LL,다이나믹,92,44,95,47
2015_3,1000901,LL,다이나믹,88,44,95,47
2015_3,1000900,HL,상권축소,101,44,95,47
2015_3,1000899,LL,다이나믹,74,45,95,47
2015_3,1000898,LH,상권확장,77,48,95,47
2015_3,1000897,LL,다이나믹,79,36,95,47
2015_3,1000896,LL,다이나믹,81,43,95,47
2015_3,1000895,LL,다이나믹,87,40,95,47
2015_3,1000894,LL,다이나믹,87,38,95,47
2015_3,1000893,LL,다이나믹,90,42,95,47
2015_3,1000892,HH,정체,96,47,95,47
2015_3,1000891,HL,상권축소,101,42,95,47
2015_3,1000890,HL,상권축소,99,42,95,47
2015_3,1000889,LL,다이나믹,91,41,95,47
2015_3,1000888,HL,상권축소,108,44,95,47
2015_3,1000887,LH,상권확장,93,57,95,47
2015_3,1000886,LL,다이나믹,69,40,95,47
2015_3,1000885,HL,상권축소,103,42,95,47
2015_3,1000884,HL,상권축소,96,45,95,47
2015_3,1000883,LL,다이나믹,93,37,95,47
2015_3,1000882,HH,정체,95,51,95,47
2015_3,1000881,LL,다이나믹,72,44,95,47
2015_3,1000880,LL,다이나믹,82,46,95,47
2015_3,1000879,LL,다이나믹,73,45,95,47
2015_3,1000878,HL,상권축소,96,44,95,47
2015_3,1000877,LL,다이나믹,84,42,95,47
2015_3,1000876,HL,상권축소,95,44,95,47
2015_3,1000875,HL,상권축소,100,43,95,47
2015_3,1000874,HH,정체,122,58,95,47
2015_3,1000873,HL,상권축소,95,47,95,47
2015_3,1000872,LH,상권확장,86,49,95,47
2015_3,1000871,HH,정체,98,51,95,47
2015_3,1000870,HL,상권축소,104,43,95,47
2015_3,1000869,HL,상권축소,109,44,95,47
2015_3,1000868,LL,다이나믹,84,36,95,47
2015_3,1000867,HH,정체,108,52,95,47
2015_3,1000866,LL,다이나믹,84,46,95,47
2015_3,1000865,LL,다이나믹,88,44,95,47
2015_3,1000864,LH,상권확장,81,48,95,47
2015_3,1000863,HL,상권축소,100,43,95,47
2015_3,1000862,LH,상권확장,86,50,95,47
2015_3,1000861,HL,상권축소,99,41,95,47
2015_3,1000860,LL,다이나믹,92,38,95,47
2015_3,1000859,LH,상권확장,82,48,95,47
2015_3,1000858,LL,다이나믹,88,47,95,47
2015_3,1000857,LL,다이나믹,88,44,95,47
2015_3,1000856,HL,상권축소,102,45,95,47
2015_3,1000855,LL,다이나믹,67,43,95,47
2015_3,1000854,HH,정체,103,49,95,47
2015_3,1000853,HL,상권축소,103,45,95,47
2015_3,1000852,LL,다이나믹,85,45,95,47
2015_3,1000851,HL,상권축소,97,43,95,47
2015_3,1000850,HL,상권축소,99,41,95,47
2015_3,1000849,HL,상권축소,103,44,95,47
2015_3,1000848,HL,상권축소,111,47,95,47
2015_3,1000847,LL,다이나믹,87,42,95,47
2015_3,1000846,LL,다이나믹,89,47,95,47
2015_3,1000845,HL,상권축소,97,44,95,47
2015_3,1000844,HL,상권축소,111,46,95,47
2015_3,1000843,HH,정체,132,70,95,47
2015_3,1000842,HH,정체,115,62,95,47
2015_3,1000841,HH,정체,120,67,95,47
2015_3,1000840,HH,정체,126,50,95,47
2015_3,1000839,LL,다이나믹,80,44,95,47
2015_3,1000838,LH,상권확장,90,50,95,47
2015_3,1000837,LL,다이나믹,88,46,95,47
2015_3,1000836,HL,상권축소,101,47,95,47
2015_3,1000835,HH,정체,108,52,95,47
2015_3,1000834,HL,상권축소,102,46,95,47
2015_3,1000833,LL,다이나믹,94,46,95,47
2015_3,1000832,HL,상권축소,102,47,95,47
2015_3,1000831,HL,상권축소,101,45,95,47
2015_3,1000830,HL,상권축소,103,45,95,47
2015_3,1000829,HL,상권축소,102,47,95,47
2015_3,1000828,LL,다이나믹,86,43,95,47
2015_3,1000827,LL,다이나믹,94,44,95,47
2015_3,1000826,HL,상권축소,98,44,95,47
2015_3,1000825,LL,다이나믹,91,40,95,47
2015_3,1000824,HL,상권축소,113,46,95,47
2015_3,1000823,LL,다이나믹,90,47,95,47
2015_3,1000822,LH,상권확장,82,53,95,47
2015_3,1000821,LL,다이나믹,87,42,95,47
2015_3,1000820,LL,다이나믹,74,40,95,47
2015_3,1000819,HH,정체,138,54,95,47
2015_3,1000818,LH,상권확장,92,51,95,47
2015_3,1000817,HH,정체,102,49,95,47
2015_3,1000816,LH,상권확장,85,51,95,47
2015_3,1000815,LL,다이나믹,93,47,95,47
2015_3,1000814,LL,다이나믹,82,47,95,47
2015_3,1000813,LH,상권확장,77,63,95,47
2015_3,1000812,LL,다이나믹,89,46,95,47
2015_3,1000811,LL,다이나믹,84,41,95,47
2015_3,1000810,LL,다이나믹,76,46,95,47
2015_3,1000809,HH,정체,101,47,95,47
2015_3,1000808,LH,상권확장,94,47,95,47
2015_3,1000807,LH,상권확장,86,55,95,47
2015_3,1000806,LL,다이나믹,73,44,95,47
2015_3,1000805,HH,정체,113,85,95,47
2015_3,1000804,HH,정체,99,53,95,47
2015_3,1000803,LL,다이나믹,90,47,95,47
2015_3,1000802,HH,정체,101,52,95,47
2015_3,1000801,HH,정체,99,50,95,47
2015_3,1000800,HL,상권축소,98,47,95,47
2015_3,1000799,LH,상권확장,81,49,95,47
2015_3,1000798,HL,상권축소,111,47,95,47
2015_3,1000797,LL,다이나믹,90,44,95,47
2015_3,1000796,LL,다이나믹,92,46,95,47
2015_3,1000795,HL,상권축소,114,46,95,47
2015_3,1000794,LH,상권확장,91,54,95,47
2015_3,1000793,LH,상권확장,94,49,95,47
2015_3,1000792,LL,다이나믹,87,35,95,47
2015_3,1000791,HH,정체,108,60,95,47
2015_3,1000790,HH,정체,107,50,95,47
2015_3,1000789,HH,정체,106,54,95,47
2015_3,1000788,LL,다이나믹,79,45,95,47
2015_3,1000787,HH,정체,118,55,95,47
2015_3,1000786,LL,다이나믹,91,44,95,47
2015_3,1000785,LH,상권확장,76,53,95,47
2015_3,1000784,HH,정체,95,53,95,47
2015_3,1000783,LL,다이나믹,88,44,95,47
2015_3,1000782,LL,다이나믹,84,45,95,47
2015_3,1000781,LL,다이나믹,82,45,95,47
2015_3,1000780,LH,상권확장,86,52,95,47
2015_3,1000779,LL,다이나믹,84,44,95,47
2015_3,1000778,HH,정체,114,55,95,47
2015_3,1000777,LH,상권확장,92,54,95,47
2015_3,1000776,HH,정체,121,55,95,47
2015_3,1000775,HH,정체,131,62,95,47
2015_3,1000774,HH,정체,97,47,95,47
2015_3,1000773,HL,상권축소,108,45,95,47
2015_3,1000772,LL,다이나믹,86,44,95,47
2015_3,1000771,LL,다이나믹,74,45,95,47
2015_3,1000770,LH,상권확장,90,47,95,47
2015_3,1000769,LL,다이나믹,79,47,95,47
2015_3,1000768,HH,정체,113,47,95,47
2015_3,1000767,LH,상권확장,89,52,95,47
2015_3,1000766,HL,상권축소,103,45,95,47
2015_3,1000765,HL,상권축소,118,47,95,47
2015_3,1000764,HH,정체,111,52,95,47
2015_3,1000763,HH,정체,95,72,95,47
2015_3,1000762,HH,정체,149,73,95,47
2015_3,1000761,LH,상권확장,71,49,95,47
2015_3,1000760,LH,상권확장,81,54,95,47
2015_3,1000759,LL,다이나믹,94,43,95,47
2015_3,1000758,HH,정체,111,49,95,47
2015_3,1000757,HH,정체,101,50,95,47
2015_3,1000756,HL,상권축소,99,46,95,47
2015_3,1000755,LL,다이나믹,72,43,95,47
2015_3,1000754,LL,다이나믹,92,44,95,47
2015_3,1000753,HL,상권축소,125,40,95,47
2015_3,1000752,LL,다이나믹,84,39,95,47
2015_3,1000751,HH,정체,102,49,95,47
2015_3,1000750,HH,정체,108,55,95,47
2015_3,1000749,HH,정체,104,47,95,47
2015_3,1000748,HL,상권축소,104,47,95,47
2015_3,1000747,LL,다이나믹,88,46,95,47
2015_3,1000746,LH,상권확장,84,56,95,47
2015_3,1000745,LH,상권확장,83,49,95,47
2015_3,1000744,HL,상권축소,114,42,95,47
2015_3,1000743,LL,다이나믹,88,47,95,47
2015_3,1000742,HH,정체,97,56,95,47
2015_3,1000741,HL,상권축소,98,46,95,47
2015_3,1000740,HH,정체,95,49,95,47
2015_3,1000739,HL,상권축소,97,42,95,47
2015_3,1000738,LL,다이나믹,87,45,95,47
2015_3,1000737,LL,다이나믹,93,47,95,47
2015_3,1000736,HH,정체,112,59,95,47
2015_3,1000735,HH,정체,97,54,95,47
2015_3,1000734,LL,다이나믹,74,43,95,47
2015_3,1000733,HH,정체,101,48,95,47
2015_3,1000732,LH,상권확장,93,50,95,47
2015_3,1000731,LH,상권확장,84,52,95,47
2015_3,1000730,LL,다이나믹,94,43,95,47
2015_3,1000729,LH,상권확장,87,48,95,47
2015_3,1000728,HL,상권축소,112,43,95,47
2015_3,1000727,HL,상권축소,123,39,95,47
2015_3,1000726,HL,상권축소,96,45,95,47
2015_3,1000725,HH,정체,111,55,95,47
2015_3,1000724,LH,상권확장,94,53,95,47
2015_3,1000723,HL,상권축소,122,43,95,47
2015_3,1000722,HH,정체,120,49,95,47
2015_3,1000721,HH,정체,108,68,95,47
2015_3,1000720,LH,상권확장,69,53,95,47
2015_3,1000719,LL,다이나믹,95,41,95,47
2015_3,1000718,HL,상권축소,98,39,95,47
2015_3,1000717,HH,정체,101,51,95,47
2015_3,1000716,HH,정체,126,68,95,47
2015_3,1000715,LH,상권확장,84,55,95,47
2015_3,1000714,LL,다이나믹,92,41,95,47
2015_3,1000713,LH,상권확장,95,56,95,47
2015_3,1000712,HL,상권축소,101,46,95,47
2015_3,1000711,HL,상권축소,114,42,95,47
2015_3,1000710,HH,정체,106,50,95,47
2015_3,1000709,HH,정체,106,47,95,47
2015_3,1000708,HL,상권축소,97,44,95,47
2015_3,1000707,LL,다이나믹,72,43,95,47
2015_3,1000706,HH,정체,115,49,95,47
2015_3,1000705,HL,상권축소,110,47,95,47
2015_3,1000704,HL,상권축소,106,45,95,47
2015_3,1000703,LH,상권확장,90,50,95,47
2015_3,1000702,LL,다이나믹,79,38,95,47
2015_3,1000701,HL,상권축소,109,40,95,47
2015_3,1000700,HH,정체,131,54,95,47
2015_3,1000699,LH,상권확장,85,52,95,47
2015_3,1000698,HL,상권축소,125,47,95,47
2015_3,1000697,HL,상권축소,104,38,95,47
2015_3,1000696,HH,정체,112,49,95,47
2015_3,1000695,HL,상권축소,97,45,95,47
2015_3,1000694,HL,상권축소,108,40,95,47
2015_3,1000693,LL,다이나믹,71,42,95,47
2015_3,1000692,LL,다이나믹,93,44,95,47
2015_3,1000691,HL,상권축소,96,45,95,47
2015_3,1000690,LH,상권확장,81,49,95,47
2015_3,1000689,LH,상권확장,74,48,95,47
2015_3,1000688,LL,다이나믹,87,47,95,47
2015_3,1000687,HH,정체,125,52,95,47
2015_3,1000686,LL,다이나믹,73,46,95,47
2015_3,1000685,LH,상권확장,92,69,95,47
2015_3,1000684,HH,정체,114,51,95,47
2015_3,1000683,HL,상권축소,103,39,95,47
2015_3,1000682,LH,상권확장,89,47,95,47
2015_3,1000681,HL,상권축소,109,47,95,47
2015_3,1000680,HH,정체,108,48,95,47
2015_3,1000679,HL,상권축소,98,44,95,47
2015_3,1000678,HL,상권축소,95,43,95,47
2015_3,1000677,HH,정체,110,52,95,47
2015_3,1000676,HH,정체,116,60,95,47
2015_3,1000675,LL,다이나믹,93,42,95,47
2015_3,1000674,LL,다이나믹,89,43,95,47
2015_3,1000673,HL,상권축소,100,46,95,47
2015_3,1000672,LL,다이나믹,89,44,95,47
2015_3,1000671,LL,다이나믹,85,42,95,47
2015_3,1000670,HH,정체,97,50,95,47
2015_3,1000669,LH,상권확장,90,49,95,47
2015_3,1000668,LH,상권확장,90,57,95,47
2015_3,1000667,LL,다이나믹,81,40,95,47
2015_3,1000666,LL,다이나믹,91,44,95,47
2015_3,1000665,HH,정체,109,50,95,47
2015_3,1000664,LH,상권확장,94,50,95,47
2015_3,1000663,HH,정체,98,50,95,47
2015_3,1000662,LL,다이나믹,92,46,95,47
2015_3,1000661,LL,다이나믹,86,44,95,47
2015_3,1000660,HL,상권축소,113,42,95,47
2015_3,1000659,LL,다이나믹,91,40,95,47
2015_3,1000658,LL,다이나믹,95,45,95,47
2015_3,1000657,HH,정체,105,54,95,47
2015_3,1000656,HL,상권축소,100,39,95,47
2015_3,1000655,LL,다이나믹,94,46,95,47
2015_3,1000654,HH,정체,103,48,95,47
2015_3,1000653,LL,다이나믹,79,46,95,47
2015_3,1000652,LH,상권확장,87,48,95,47
2015_3,1000651,HH,정체,99,64,95,47
2015_3,1000650,HH,정체,100,47,95,47
2015_3,1000649,HH,정체,112,66,95,47
2015_3,1000648,LL,다이나믹,80,45,95,47
2015_3,1000647,HH,정체,106,53,95,47
2015_3,1000646,LH,상권확장,89,50,95,47
2015_3,1000645,LL,다이나믹,82,44,95,47
2015_3,1000644,LH,상권확장,86,50,95,47
2015_3,1000643,LH,상권확장,67,50,95,47
2015_3,1000642,LH,상권확장,81,52,95,47
2015_3,1000641,HH,정체,105,47,95,47
2015_3,1000640,HL,상권축소,110,39,95,47
2015_3,1000639,LH,상권확장,83,48,95,47
2015_3,1000638,LL,다이나믹,95,42,95,47
2015_3,1000637,HH,정체,97,50,95,47
2015_3,1000636,HH,정체,103,48,95,47
2015_3,1000635,HL,상권축소,122,46,95,47
2015_3,1000634,LH,상권확장,78,51,95,47
2015_3,1000633,HL,상권축소,103,41,95,47
2015_3,1000632,HL,상권축소,107,45,95,47
2015_3,1000631,HL,상권축소,96,43,95,47
2015_3,1000630,LL,다이나믹,85,41,95,47
2015_3,1000629,HH,정체,108,48,95,47
2015_3,1000628,HH,정체,106,48,95,47
2015_3,1000627,LL,다이나믹,87,41,95,47
2015_3,1000626,LL,다이나믹,83,44,95,47
2015_3,1000625,HH,정체,97,51,95,47
2015_3,1000624,HL,상권축소,99,42,95,47
2015_3,1000623,LH,상권확장,76,60,95,47
2015_3,1000622,LL,다이나믹,90,47,95,47
2015_3,1000621,LH,상권확장,92,48,95,47
2015_3,1000620,LH,상권확장,92,49,95,47
2015_3,1000619,HL,상권축소,105,41,95,47
2015_3,1000618,HL,상권축소,98,41,95,47
2015_3,1000617,HH,정체,102,48,95,47
2015_3,1000616,HL,상권축소,100,42,95,47
2015_3,1000615,HH,정체,95,48,95,47
2015_3,1000614,HH,정체,99,51,95,47
2015_3,1000613,HL,상권축소,103,46,95,47
2015_3,1000612,HL,상권축소,109,47,95,47
2015_3,1000611,HH,정체,108,55,95,47
2015_3,1000610,LL,다이나믹,87,42,95,47
2015_3,1000609,LL,다이나믹,86,44,95,47
2015_3,1000608,LL,다이나믹,87,46,95,47
2015_3,1000607,LH,상권확장,76,48,95,47
2015_3,1000606,LL,다이나믹,83,42,95,47
2015_3,1000605,LL,다이나믹,93,44,95,47
2015_3,1000604,LL,다이나믹,90,44,95,47
2015_3,1000603,LL,다이나믹,77,44,95,47
2015_3,1000602,HH,정체,98,52,95,47
2015_3,1000601,HH,정체,97,55,95,47
2015_3,1000600,HH,정체,110,49,95,47
2015_3,1000599,HL,상권축소,105,42,95,47
2015_3,1000598,LH,상권확장,78,48,95,47
2015_3,1000597,HH,정체,99,49,95,47
2015_3,1000596,LH,상권확장,85,49,95,47
2015_3,1000595,HH,정체,100,48,95,47
2015_3,1000594,LL,다이나믹,88,44,95,47
2015_3,1000593,LL,다이나믹,77,43,95,47
2015_3,1000592,HL,상권축소,100,44,95,47
2015_3,1000591,LL,다이나믹,75,46,95,47
2015_3,1000590,LL,다이나믹,81,43,95,47
2015_3,1000589,HH,정체,98,48,95,47
2015_3,1000588,LL,다이나믹,92,44,95,47
2015_3,1000587,LL,다이나믹,73,40,95,47
2015_3,1000586,HH,정체,100,50,95,47
2015_3,1000585,LL,다이나믹,86,40,95,47
2015_3,1000584,LL,다이나믹,71,40,95,47
2015_3,1000583,LL,다이나믹,83,34,95,47
2015_3,1000582,LL,다이나믹,92,44,95,47
2015_3,1000581,LL,다이나믹,90,38,95,47
2015_3,1000580,LL,다이나믹,83,42,95,47
2015_3,1000579,LH,상권확장,77,48,95,47
2015_3,1000578,HL,상권축소,102,46,95,47
2015_3,1000577,LL,다이나믹,87,47,95,47
2015_3,1000576,LH,상권확장,86,48,95,47
2015_3,1000575,LL,다이나믹,80,43,95,47
2015_3,1000574,LL,다이나믹,93,43,95,47
2015_3,1000573,LL,다이나믹,86,44,95,47
2015_3,1000572,LH,상권확장,92,48,95,47
2015_3,1000571,LL,다이나믹,77,38,95,47
2015_3,1000570,LL,다이나믹,85,45,95,47
2015_3,1000569,LL,다이나믹,76,41,95,47
2015_3,1000568,HH,정체,128,53,95,47
2015_3,1000567,HL,상권축소,124,47,95,47
2015_3,1000566,LL,다이나믹,81,44,95,47
2015_3,1000565,HL,상권축소,107,40,95,47
2015_3,1000564,LL,다이나믹,86,43,95,47
2015_3,1000563,LH,상권확장,93,47,95,47
2015_3,1000562,LL,다이나믹,82,40,95,47
2015_3,1000561,LL,다이나믹,71,44,95,47
2015_3,1000560,LL,다이나믹,71,45,95,47
2015_3,1000559,LL,다이나믹,77,46,95,47
2015_3,1000558,LL,다이나믹,88,46,95,47
2015_3,1000557,LL,다이나믹,76,39,95,47
2015_3,1000556,LL,다이나믹,80,43,95,47
2015_3,1000555,HL,상권축소,95,43,95,47
2015_3,1000554,LL,다이나믹,95,40,95,47
2015_3,1000553,LH,상권확장,85,48,95,47
2015_3,1000552,HL,상권축소,98,43,95,47
2015_3,1000551,HH,정체,96,53,95,47
2015_3,1000550,HL,상권축소,109,42,95,47
2015_3,1000549,LL,다이나믹,91,39,95,47
2015_3,1000548,HH,정체,113,53,95,47
2015_3,1000547,HL,상권축소,96,45,95,47
2015_3,1000546,HL,상권축소,96,42,95,47
2015_3,1000545,HH,정체,110,48,95,47
2015_3,1000544,HL,상권축소,122,38,95,47
2015_3,1000543,LL,다이나믹,84,42,95,47
2015_3,1000542,HH,정체,104,49,95,47
2015_3,1000541,LL,다이나믹,89,40,95,47
2015_3,1000540,HL,상권축소,109,47,95,47
2015_3,1000539,LL,다이나믹,87,47,95,47
2015_3,1000538,LH,상권확장,71,57,95,47
2015_3,1000537,HL,상권축소,107,43,95,47
2015_3,1000536,LL,다이나믹,95,46,95,47
2015_3,1000535,HH,정체,138,49,95,47
2015_3,1000534,LL,다이나믹,94,47,95,47
2015_3,1000533,LL,다이나믹,86,45,95,47
2015_3,1000532,LL,다이나믹,82,47,95,47
2015_3,1000531,LL,다이나믹,94,46,95,47
2015_3,1000530,LL,다이나믹,92,43,95,47
2015_3,1000529,LL,다이나믹,84,41,95,47
2015_3,1000528,LL,다이나믹,79,42,95,47
2015_3,1000527,LH,상권확장,72,52,95,47
2015_3,1000526,LH,상권확장,86,51,95,47
2015_3,1000525,LL,다이나믹,76,42,95,47
2015_3,1000524,HL,상권축소,99,38,95,47
2015_3,1000523,LL,다이나믹,91,42,95,47
2015_3,1000522,LL,다이나믹,75,40,95,47
2015_3,1000521,LL,다이나믹,90,41,95,47
2015_3,1000520,LL,다이나믹,85,44,95,47
2015_3,1000519,LL,다이나믹,85,42,95,47
2015_3,1000518,LL,다이나믹,86,45,95,47
2015_3,1000517,LH,상권확장,70,47,95,47
2015_3,1000516,HH,정체,129,50,95,47
2015_3,1000515,LH,상권확장,88,50,95,47
2015_3,1000514,LH,상권확장,87,48,95,47
2015_3,1000513,HH,정체,116,47,95,47
2015_3,1000512,LH,상권확장,89,49,95,47
2015_3,1000511,HL,상권축소,99,45,95,47
2015_3,1000510,HL,상권축소,98,41,95,47
2015_3,1000509,LL,다이나믹,92,43,95,47
2015_3,1000508,HL,상권축소,96,44,95,47
2015_3,1000507,HL,상권축소,114,43,95,47
2015_3,1000506,HH,정체,117,53,95,47
2015_3,1000505,LH,상권확장,70,54,95,47
2015_3,1000504,LH,상권확장,78,48,95,47
2015_3,1000503,LL,다이나믹,83,39,95,47
2015_3,1000502,LH,상권확장,76,50,95,47
2015_3,1000501,LL,다이나믹,84,45,95,47
2015_3,1000500,LL,다이나믹,86,43,95,47
2015_3,1000499,LL,다이나믹,78,47,95,47
2015_3,1000498,LH,상권확장,88,48,95,47
2015_3,1000497,LL,다이나믹,65,40,95,47
2015_3,1000496,LH,상권확장,79,47,95,47
2015_3,1000495,LL,다이나믹,54,41,95,47
2015_3,1000494,LL,다이나믹,47,44,95,47
2015_3,1000493,LL,다이나믹,84,43,95,47
2015_3,1000492,LL,다이나믹,76,45,95,47
2015_3,1000491,LL,다이나믹,70,44,95,47
2015_3,1000490,HH,정체,107,48,95,47
2015_3,1000489,HH,정체,123,62,95,47
2015_3,1000488,LL,다이나믹,79,44,95,47
2015_3,1000487,HH,정체,96,54,95,47
2015_3,1000486,HH,정체,109,55,95,47
2015_3,1000485,LL,다이나믹,66,41,95,47
2015_3,1000484,LL,다이나믹,62,43,95,47
2015_3,1000483,LL,다이나믹,41,38,95,47
2015_3,1000482,LL,다이나믹,95,43,95,47
2015_3,1000481,LL,다이나믹,85,40,95,47
2015_3,1000480,HH,정체,99,47,95,47
2015_3,1000479,LL,다이나믹,95,41,95,47
2015_3,1000478,HL,상권축소,105,47,95,47
2015_3,1000477,LH,상권확장,66,53,95,47
2015_3,1000476,LL,다이나믹,80,41,95,47
2015_3,1000475,LL,다이나믹,79,40,95,47
2015_3,1000474,HH,정체,113,48,95,47
2015_3,1000473,HL,상권축소,96,46,95,47
2015_3,1000472,HH,정체,112,51,95,47
2015_3,1000471,LL,다이나믹,87,42,95,47
2015_3,1000470,LH,상권확장,42,54,95,47
2015_3,1000469,LL,다이나믹,74,42,95,47
